query,expected_intent,actual_intent,routing_score,precision@3,recall@3,f1@3,gen_score,latency
How did the Black Rose's creation of Briar near the end of Boram Darkwill's reign shape Noxian military strategy?,Hybrid,Vector,0,1.0,0.75,0.86,4,17.99
"What was the strategic role of deploying Briar, Vladimir's creation, during Jericho Swain's coup?",Hybrid,Vector,0,1.0,0.6,0.75,0,7.67
Did Briar's older brother betray Noxus?,Adversarial,Vector,0,0.67,1.0,0.8,10,3.67
Who was the traitor that helped in the creation of Briar?,Adversarial,Vector,0,0.67,1.0,0.8,10,3.57
What are Caitlyn Kiramman's primary weapons?,Graph,Vector,0,0.33,1.0,0.5,0,4.96
Who is Caitlyn Kiramman's girlfriend?,Graph,Vector,0,0.0,0.0,0.0,10,4.7
List Caitlyn Kiramman's parents.,Graph,Vector,0,0.33,1.0,0.5,10,6.42
In which region does Caitlyn Kiramman serve as Sheriff?,Graph,Vector,0,0.0,0.0,0.0,10,3.56
Describe Caitlyn Kiramman's feelings about being sheltered by her parents during her childhood.,Vector,Vector,1,0.0,0.0,0.0,8,13.55
What happened during the sharpshooting competition Caitlyn Kiramman won as a child?,Vector,Vector,1,0.0,0.0,0.0,5,6.38
How did Caitlyn Kiramman's upbringing among influential nobles and merchants shape her perspective?,Vector,Vector,1,0.0,0.0,0.0,0,10.58
What was the status of the Kiramman family in Piltover during Caitlyn's youth?,Vector,Vector,1,0.0,0.0,0.0,7,9.49
"Given her noble upbringing in Piltover, how did Caitlyn Kiramman become the Sheriff and what personal skills contributed to it?",Hybrid,Vector,0,0.33,0.33,0.33,5,22.57
How does Caitlyn Kiramman's personal skill as a marksman contrast with the expectations placed upon her by her noble family in Piltover?,Hybrid,Vector,0,0.0,0.0,0.0,10,11.18
Who is Caitlyn Kiramman's traitorous brother?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,4.91
Describe the role of Caitlyn Kiramman's sister in Piltover's politics.,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,16.69
What weapons does Cassiopeia use?,Graph,Vector,0,0.33,1.0,0.5,0,6.86
Which region is Cassiopeia from?,Graph,Vector,0,0.0,0.0,0.0,10,4.05
Who are Cassiopeia's family members?,Graph,Vector,0,0.33,1.0,0.5,4,5.29
What factions is Cassiopeia associated with?,Graph,Vector,0,0.0,0.0,0.0,5,5.42
Describe Cassiopeia's early life and upbringing in Urzeris.,Vector,Vector,1,0.0,0.0,0.0,5,17.44
How did Cassiopeia's relationship with her mother Soreana develop?,Vector,Vector,1,0.0,0.0,0.0,4,8.43
What role did the Black Rose cult play in Cassiopeia's upbringing?,Vector,Vector,1,0.0,0.0,0.0,5,8.08
What psychological traits or personality aspects are associated with Cassiopeia based on her lore?,Vector,Vector,1,0.0,0.0,0.0,10,9.3
"How did Cassiopeia's noble upbringing in Noxus, combined with her mother's Black Rose affiliation, shape her path and potential influence in Shurima?",Hybrid,Vector,0,1.0,1.0,1.0,0,10.65
"Considering Cassiopeia's training in authority and her family's assassin background, how might she have navigated the political landscape of Noxus and her covert role within the Black Rose?",Hybrid,Vector,0,0.0,0.0,0.0,0,29.97
Is Cassiopeia's adopted brother a traitor to Noxus?,Adversarial,Vector,0,0.33,0.33,0.33,0,5.17
Does Cassiopeia have a sister who betrayed Noxus?,Adversarial,Vector,0,0.33,0.33,0.33,10,5.12
What are the weapons wielded by Cho'Gath?,Graph,Vector,0,0.0,0.0,0.0,0,4.25
From which region does Cho'Gath originate?,Graph,Vector,0,0.0,0.0,0.0,0,4.71
List the Voidborn beings related to Cho'Gath.,Graph,Vector,0,0.0,0.0,0.0,10,4.42
Who are considered Cho'Gath's creators?,Graph,Vector,0,0.0,0.0,0.0,4,3.14
What is the primary drive or purpose of Cho'Gath?,Vector,Vector,1,0.0,0.0,0.0,5,5.85
What is the historical goal of Cho'Gath and its kind concerning Runeterra?,Vector,Vector,1,0.0,0.0,0.0,10,4.01
Where is Cho'Gath currently found preying on victims?,Vector,Vector,1,0.0,0.0,0.0,5,3.8
Describe the physical characteristics of Cho'Gath.,Vector,Vector,1,0.0,0.0,0.0,5,6.03
How does Cho'Gath's origin in the Void relate to its current predatory activities in Icathia?,Hybrid,Vector,0,0.0,0.0,0.0,10,7.66
Explain the significance of the Watchers to Cho'Gath's role in Runeterra's potential invasion.,Hybrid,Vector,0,0.0,0.0,0.0,9,12.08
What is the relationship between Cho'Gath and its supposed traitorous kin?,Adversarial,Vector,0,0.0,0.0,0.0,0,1.81
How does Cho'Gath show affection towards its siblings?,Adversarial,Vector,0,0.0,0.0,0.0,10,1.92
What weapons does Corki use?,Graph,Vector,0,0.0,0.0,0.0,0,3.66
Where is Corki from?,Graph,Vector,0,0.0,0.0,0.0,10,5.01
Who are Corki's known associates?,Graph,Vector,0,0.0,0.0,0.0,10,3.68
What faction does Corki belong to?,Graph,Vector,0,0.0,0.0,0.0,0,2.88
What motivates Corki's passion for flight?,Vector,Vector,1,0.0,0.0,0.0,10,7.26
Describe Corki's role in the Piltovan Progress Day event.,Vector,Vector,1,0.0,0.0,0.0,10,8.97
What was the outcome of Corki's aerial challenge in Piltover?,Vector,Vector,1,0.0,0.0,0.0,10,4.29
How is Corki's personality characterized in his expeditions?,Vector,Vector,1,0.0,0.0,0.0,3,7.7
"Considering Corki is from Bandle City, explain his involvement with the Piltovan Progress Day incident.",Hybrid,Vector,0,0.0,0.0,0.0,0,23.37
How did Corki's daring nature and connection to Teemo lead to his presence in Piltover for the scout badge?,Hybrid,Vector,0,0.0,0.0,0.0,0,6.82
Who is Corki's anh trai (older brother)?,Adversarial,Vector,0,0.0,0.0,0.0,0,2.96
Is Corki a kẻ phản bội (traitor)?,Adversarial,Vector,0,0.0,0.0,0.0,0,2.68
What weapons does Darius wield?,Graph,Vector,0,0.0,0.0,0.0,1,3.6
In which region was Darius born?,Graph,Vector,0,0.0,0.0,0.0,8,5.06
Who is Darius's closest family member mentioned in his lore?,Graph,Vector,0,0.0,0.0,0.0,10,5.24
Who are Darius's primary allies or superiors within Noxus?,Graph,Vector,0,0.0,0.0,0.0,5,3.82
What challenges did Darius face in his childhood?,Vector,Vector,1,0.0,0.0,0.0,8,6.03
What were Darius's aspirations with Quilletta Varn?,Vector,Vector,1,0.0,0.0,0.0,10,4.53
Describe Darius's early life experiences before becoming a general.,Vector,Vector,1,0.0,0.0,0.0,10,10.12
How did the invasion of Basilich by Noxus shape Darius's path?,Vector,Vector,1,0.0,0.0,0.0,10,9.12
"How did Darius's early life experiences in Basilich, including the Noxian invasion, influence his future ambitions?",Hybrid,Vector,0,0.0,0.0,0.0,10,12.47
"Given his position as a general and his familial ties, what does Darius's relationship with his brother Draven reveal about Noxian values?",Hybrid,Vector,0,0.0,0.0,0.0,1,11.93
Who is Darius's elder brother?,Adversarial,Vector,0,0.0,0.0,0.0,2,4.91
What treason did Darius commit against Noxus?,Adversarial,Vector,0,0.0,0.0,0.0,10,5.59
List Diana's weapons.,Graph,Vector,0,0.0,0.0,0.0,0,2.75
What region is Diana associated with?,Graph,Vector,0,0.0,0.0,0.0,0,5.11
Who was Diana's former lover?,Graph,Vector,0,0.0,0.0,0.0,2,3.07
What factions is Diana a part of?,Graph,Vector,0,0.0,0.0,0.0,4,4.36
Describe Diana's early life and training with the Solari.,Vector,Vector,1,0.0,0.0,0.0,3,13.95
What did Diana discover about the Solari texts regarding the moon?,Vector,Vector,1,0.0,0.0,0.0,0,7.52
How did Diana react to her teachers' vague answers?,Vector,Vector,1,0.0,0.0,0.0,3,5.39
What is Diana's current residence?,Vector,Vector,1,0.0,0.0,0.0,10,3.55
How did Diana's past affiliation with the Solari in Targon influence her understanding of the moon?,Hybrid,Vector,0,0.0,0.0,0.0,10,9.79
"Considering Diana's romantic interest in Leona, how does this past relationship contrast with her current faction affiliations?",Hybrid,Vector,0,0.0,0.0,0.0,10,9.89
Tell me about Diana's older brother.,Adversarial,Vector,0,0.0,0.0,0.0,0,3.88
What weapons does Dr. Mundo use?,Graph,Vector,0,0.0,0.0,0.0,0,4.06
What region is Dr. Mundo from?,Graph,Vector,0,0.0,0.0,0.0,10,3.77
Who is Dr. Mundo related to?,Graph,Vector,0,0.0,0.0,0.0,0,3.91
What are Dr. Mundo's occupations?,Graph,Vector,0,0.0,0.0,0.0,10,6.05
How did Dr. Mundo become known as The Madman of Zaun?,Vector,Vector,1,0.0,0.0,0.0,5,6.32
Describe Dr. Mundo's personality before his experiments.,Vector,Vector,1,0.0,0.0,0.0,5,10.33
What happened to Dr. Mundo during his time at Osweld Asylum?,Vector,Vector,1,0.0,0.0,0.0,7,6.82
Why was Dr. Mundo committed to Osweld Asylum?,Vector,Vector,1,0.0,0.0,0.0,5,4.43
"Considering his role in Zaun's criminal underworld and his personality, describe Dr. Mundo's life before Osweld Asylum.",Hybrid,Vector,0,0.33,0.25,0.29,4,12.09
How did the experiments at Osweld Asylum alter Dr. Mundo's perception of being a 'doctor' in Zaun?,Hybrid,Vector,0,0.67,0.5,0.57,9,8.64
Did Dr. Mundo betray his chem-baron employer?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,3.37
Who is the sister of Dr. Mundo?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,10,2.46
What weapon does Draven use?,Graph,Vector,0,0.0,0.0,0.0,10,3.76
Where does Draven primarily reside?,Graph,Vector,0,0.0,0.0,0.0,0,3.51
Who is Draven's brother?,Graph,Vector,0,0.0,0.0,0.0,10,3.86
Name a character related to Draven,Graph,Vector,0,0.0,0.0,0.0,0,2.81
How did Draven's childhood shape him?,Vector,Vector,1,0.0,0.0,0.0,8,8.38
How did Draven and Darius join the Noxus army?,Vector,Vector,1,0.0,0.0,0.0,2,7.41
What made Draven bored with being a soldier?,Vector,Vector,1,0.0,0.0,0.0,10,7.0
Describe Draven's hometown before it fell to Noxus.,Vector,Vector,1,0.0,0.0,0.0,0,7.34
"How did Draven's upbringing in Basilich, Noxus influence his desire for glory?",Hybrid,Vector,0,0.0,0.0,0.0,10,10.18
How did Draven's relationship with Darius impact his entry into the Noxian military?,Hybrid,Vector,0,0.0,0.0,0.0,4,10.35
What is the name of Draven's elder brother?,Adversarial,Vector,0,0.0,0.0,0.0,10,3.93
Was anyone in Draven's family a traitor?,Adversarial,Vector,0,0.0,0.0,0.0,0,4.13
List Ekko's known weapons.,Graph,Vector,0,0.0,0.0,0.0,0,3.84
What region is Ekko's home city located in?,Graph,Vector,0,0.0,0.0,0.0,10,5.57
Who were Ekko's childhood friends that formed his gang?,Graph,Vector,0,0.0,0.0,0.0,10,6.77
What faction does Ekko primarily associate with in Zaun?,Graph,Vector,0,0.0,0.0,0.0,0,5.29
Describe Ekko's upbringing and early life in Zaun.,Vector,Vector,1,0.0,0.0,0.0,10,11.93
How did Ekko become an inventor?,Vector,Vector,1,0.0,0.0,0.0,9,8.37
What role did Benzo play in Ekko's childhood?,Vector,Vector,1,0.0,0.0,0.0,10,9.89
What are Ekko's aliases?,Vector,Vector,1,0.0,0.0,0.0,0,6.74
"Considering Ekko's role in Zaun and his childhood gang, how did his early environment shape his inventive skills?",Hybrid,Vector,0,0.33,0.33,0.33,10,21.59
"How did Ekko's status as a 'Little Man' in Zaun influence his relationships with Vi and Powder, and what were the implications for his early life?",Hybrid,Vector,0,0.0,0.0,0.0,10,16.31
Does Ekko have an older brother?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,6.18
Who is Ekko's younger sister?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,4.7
What is the Elder Dragon's weapon?,Graph,Vector,0,0.0,0.0,0.0,0,4.16
In which region does the Elder Dragon reside?,Graph,Vector,0,0.0,0.0,0.0,0,4.54
Who are the characters related to the Elder Dragon?,Graph,Vector,0,0.0,0.0,0.0,0,2.27
What is the Elder Dragon's faction?,Graph,Vector,0,0.0,0.0,0.0,0,2.19
Describe the Elder Dragon's general nature and its tendency to intervene in world affairs.,Vector,Vector,1,0.0,0.0,0.0,10,3.98
What do legends and prophecies say about the Elder Dragon's potential alliances?,Vector,Vector,1,0.0,0.0,0.0,10,4.98
What happens if someone crosses the Elder Dragon without due cause?,Vector,Vector,1,0.0,0.0,0.0,10,3.75
Can you describe the color of the Elder Dragon's eyes and mouth?,Vector,Vector,1,0.0,0.0,0.0,10,5.2
"What is the Elder Dragon's stance on those who respect Runeterra's harmony, and where does it primarily exist?",Hybrid,Vector,0,0.0,0.0,0.0,5,11.04
"What kind of wrath does the Elder Dragon wield, and who are its related characters?",Hybrid,Vector,0,0.0,0.0,0.0,1,11.97
Who is the Elder Dragon's brother?,Adversarial,Vector,0,0.0,0.0,0.0,0,3.77
Who is known as a traitor to the Elder Dragon?,Adversarial,Vector,0,0.0,0.0,0.0,0,1.03
What weapons does Evelynn wield?,Graph,Vector,0,0.0,0.0,0.0,0,2.95
In which region did Evelynn originate?,Graph,Vector,0,0.0,0.0,0.0,0,12.93
Who is Evelynn related to in terms of other demons?,Graph,Vector,0,0.0,0.0,0.0,5,5.03
What are Evelynn's primary occupations?,Graph,Vector,0,0.0,0.0,0.0,0,9.81
How did Evelynn become a demon?,Vector,Vector,1,0.0,0.0,0.0,2,4.92
What event stimulated Evelynn's transformation into a demon?,Vector,Vector,1,0.0,0.0,0.0,5,2.33
Describe Evelynn's existence before her awakening.,Vector,Vector,1,0.0,0.0,0.0,10,7.59
What does Evelynn hunger for after the Rune Wars ended?,Vector,Vector,1,0.0,0.0,0.0,0,3.53
How did the Rune Wars in Runeterra influence Evelynn's nature as a demon?,Hybrid,Vector,0,0.67,0.67,0.67,9,6.92
Describe the connection between Evelynn's thirst for agony and her predatory nature.,Hybrid,Vector,0,0.33,0.5,0.4,6,19.8
Who betrayed Evelynn?,Adversarial,Vector,0,0.0,0.0,0.0,0,3.19
Does Evelynn have any siblings?,Adversarial,Vector,0,0.0,0.0,0.0,0,2.45
What weapon does Ezreal use?,Graph,Vector,0,1.0,3.0,1.5,0,2.96
Where is Ezreal from?,Graph,Vector,0,0.0,0.0,0.0,10,3.23
Who are Ezreal's family members?,Graph,Vector,0,0.0,0.0,0.0,4,4.71
List characters related to Ezreal.,Graph,Vector,0,0.0,0.0,0.0,0,1.81
Why did Ezreal become an adventurer?,Vector,Vector,1,0.0,0.0,0.0,7,6.38
What happened to Ezreal's parents?,Vector,Vector,1,0.0,0.0,0.0,4,6.22
How old is Ezreal?,Vector,Vector,1,0.33,1.0,0.5,10,3.36
What was the most important expedition Ezreal's parents prepared for?,Vector,Vector,1,0.0,0.0,0.0,10,5.26
What is the significance of the Tomb of Ne'Zuk in Ezreal's quest?,Hybrid,Vector,0,0.0,0.0,0.0,4,4.85
"Describe Ezreal's relationship with his uncle, Professor Lymere.",Hybrid,Vector,0,0.0,0.0,0.0,1,11.61
Tell me about Ezreal's brother.,Adversarial,Vector,0,0.0,0.0,0.0,0,3.44
Who betrayed Ezreal?,Adversarial,Vector,0,0.0,0.0,0.0,0,2.04
What are Fiddlesticks' primary weapons?,Graph,Vector,0,0.0,0.0,0.0,0,3.97
In which regions has Fiddlesticks been observed in its physical form?,Graph,Vector,0,0.0,0.0,0.0,0,5.74
Name the other primordial demons that Fiddlesticks is known to be associated with.,Graph,Vector,0,0.0,0.0,0.0,0,5.59
What is the Freljordian folklore nickname for Fiddlesticks?,Graph,Vector,0,0.0,0.0,0.0,0,3.98
What are the different origin stories or theories about Fiddlesticks' creation?,Vector,Vector,1,0.0,0.0,0.0,9,11.31
When did Fiddlesticks' presence become more than just a myth in Demacian territories?,Vector,Vector,1,0.0,0.0,0.0,10,5.83
What is Fiddlesticks' core identity as an ancient entity?,Vector,Vector,1,0.0,0.0,0.0,4,5.58
What is the recorded age of Fiddlesticks?,Vector,Vector,1,0.0,0.0,0.0,1,8.26
How does Fiddlesticks' nature as a Demon of Fear intertwine with its lore from Noxus involving a bad harvest?,Hybrid,Vector,0,0.0,0.0,0.0,10,12.11
"Considering Fiddlesticks' connection to other primordial demons and its noted appearances in Demacia, what does this suggest about its influence on the mortal realm?",Hybrid,Vector,0,0.0,0.0,0.0,10,10.41
Who was the traitor responsible for Fiddlesticks' suffering in ancient times?,Adversarial,Vector,0,0.0,0.0,0.0,0,3.93
"Describe Fiddlesticks' relationship with its sister, the demon Lillia.",Adversarial,Vector,0,0.0,0.0,0.0,0,8.95
What weapons does Fiora use?,Graph,Vector,0,0.0,0.0,0.0,4,4.1
In which region does Fiora reside?,Graph,Vector,0,0.0,0.0,0.0,0,5.13
Who is Fiora's father?,Graph,Vector,0,0.67,2.0,1.0,0,4.79
List characters related to Fiora.,Graph,Vector,0,0.0,0.0,0.0,0,1.79
Describe Fiora's personality and how she defied her family.,Vector,Vector,1,0.0,0.0,0.0,8,15.72
What were Fiora's early life aspirations?,Vector,Vector,1,0.0,0.0,0.0,8,7.47
How did Fiora learn to wield a rapier?,Vector,Vector,1,0.0,0.0,0.0,8,5.39
What was the significance of Fiora's eighteenth birthday?,Vector,Vector,1,0.0,0.0,0.0,10,8.15
How did being the youngest daughter of House Laurent in Demacia shape Fiora's early life and her development as a swordswoman?,Hybrid,Vector,0,0.67,0.5,0.57,10,11.66
"Considering Fiora's family ties and her skill with a rapier, what role might she play in Demacian society?",Hybrid,Vector,0,1.0,0.75,0.86,10,24.49
Who is Fiora's elder brother?,Adversarial,Vector,0,0.0,0.0,0.0,0,3.97
Who arranged Fiora's marriage?,Adversarial,Vector,0,0.67,1.0,0.8,10,5.17
What weapon does Fizz wield?,Graph,Vector,0,0.0,0.0,0.0,0,3.3
What region is Fizz associated with?,Graph,Vector,0,0.0,0.0,0.0,0,5.05
Who is Fizz's pet?,Graph,Vector,0,0.0,0.0,0.0,10,2.44
Name characters related to Fizz.,Graph,Vector,0,0.0,0.0,0.0,2,3.1
Describe Fizz's personality and occupation.,Vector,Vector,1,0.0,0.0,0.0,10,9.96
What was the ancient civilization that Fizz lived amongst?,Vector,Vector,1,0.0,0.0,0.0,4,4.03
What threat motivated Fizz to travel the seas?,Vector,Vector,1,0.0,0.0,0.0,10,4.45
What was Fizz's pledge to help the ancient civilizations?,Vector,Vector,1,0.0,0.0,0.0,5,4.92
What was Fizz's role and objective when the ancient civilizations faced threats from the sea?,Hybrid,Vector,0,0.0,0.0,0.0,5,5.23
How does Fizz's current residence near Bilgewater relate to his origins in an ancient underwater city?,Hybrid,Vector,0,0.0,0.0,0.0,10,7.45
Who is Fizz's traitor?,Adversarial,Vector,0,0.0,0.0,0.0,0,1.64
Tell me about Fizz's older brother.,Adversarial,Vector,0,0.0,0.0,0.0,0,2.87
What are Galio's primary defensive tools?,Graph,Vector,0,0.0,0.0,0.0,4,4.7
In which region of Runeterra does Galio primarily protect?,Graph,Vector,0,0.0,0.0,0.0,0,3.01
Who created Galio and what was his relationship to Galio?,Graph,Vector,0,0.0,0.0,0.0,1,7.6
List some characters related to Galio.,Graph,Vector,0,0.0,0.0,0.0,0,2.06
Describe the event that caused Galio to awaken for the first time.,Vector,Vector,1,0.0,0.0,0.0,1,6.07
What did Galio's mind long for after returning to inert stone?,Vector,Vector,1,0.0,0.0,0.0,5,1.69
What was Galio's initial role when commissioned by the Demacian military?,Vector,Vector,1,0.0,0.0,0.0,0,4.91
What is Galio's species and nature?,Vector,Vector,1,0.0,0.0,0.0,9,6.51
"How did Galio, as Demacia's protector, neutralize threats during the Battle of the Greenfang Mountains?",Hybrid,Vector,0,0.0,0.0,0.0,8,4.08
Explain the link between Arcturus J. Durand's masterpiece and Galio's first awakening.,Hybrid,Vector,0,0.0,0.0,0.0,6,6.22
What betrayal did Galio prevent when fighting the Arcane Fist?,Adversarial,Vector,0,0.0,0.0,0.0,0,5.56
Who is the large stone guardian that awoke to fight?,Adversarial,Vector,0,0.0,0.0,0.0,0,2.34
List Gangplank's known weapons.,Graph,Vector,0,1.0,3.0,1.5,10,3.66
What are the primary regions associated with Gangplank?,Graph,Vector,0,0.0,0.0,0.0,0,3.42
Identify Gangplank's former romantic interest.,Graph,Vector,0,0.67,2.0,1.0,5,4.09
What were Gangplank's occupations?,Graph,Vector,0,0.0,0.0,0.0,5,10.48
